"pcon24","loftins_n","cavitywallins_n","solidwallins_n","cavity_and_loftins_n","cavitywallins_noloftins_n","loftins_nocavitywallins_n","number_of_epcs","loftins_pct","cavitywallins_pct","solidwallins_pct","cavity_and_loftins_pct","cavitywallins_noloftins_pct","loftins_nocavitywallins_pct"
"E14001419",6044,7462,10951,1622,5840,4422,43956,0.137501137501137,0.16976066976067,0.249135499135499,0.0369005369005369,0.132860132860133,0.100600600600601
"E14001420",5349,5820,7239,1394,4426,3955,37479,0.142719923156968,0.155286960697991,0.193148162971264,0.0371941620640892,0.118092798633902,0.105525761092879
"E14001421",3073,3588,15308,367,3221,2706,44246,0.0694526058852778,0.0810920761198752,0.345974777381006,0.00829453509921801,0.0727975410206572,0.0611580707860598
"E14001422",7227,8294,16254,1906,6388,5321,41558,0.173901535203812,0.199576495500265,0.391116030607825,0.0458636123008807,0.153712883199384,0.128037922902931
"E14001423",4334,3931,4887,1099,2832,3235,29849,0.145197494053402,0.131696204227947,0.163724077858555,0.0368186538912526,0.0948775503366947,0.108378840162149
"E14001424",7168,6903,11178,1905,4998,5263,39502,0.181459166624475,0.174750645536935,0.282973014024606,0.0482254063085413,0.126525239228394,0.133233760315933
"E14001425",7337,4914,10906,1481,3433,5856,49528,0.148138426748506,0.0992166047488289,0.220198675496689,0.0299022774995962,0.0693143272492328,0.11823614924891
"E14001426",7013,7489,3445,2021,5468,4992,38002,0.184542918793748,0.19706857533814,0.0906531235198147,0.0531814115046576,0.143887163833482,0.13136150728909
"E14001427",7886,6210,22800,1342,4868,6544,49754,0.158499819110021,0.124814085299674,0.458254612694457,0.0269727057121035,0.0978413795875708,0.131527113397918
"E14001428",4296,4845,7192,922,3923,3374,47516,0.0904116508123579,0.101965653674552,0.151359542048994,0.0194039902348683,0.0825616634396835,0.0710076605774897
"E14001429",6305,11105,1609,2871,8234,3434,41898,0.150484510000477,0.265048451000048,0.0384027877225643,0.068523557210368,0.19652489378968,0.0819609527901093
"E14001430",1742,5657,5878,439,5218,1303,79380,0.0219450743260267,0.0712648022171832,0.0740488788107836,0.00553036029226505,0.0657344419249181,0.0164147140337617
"E14001431",7216,14632,1703,4125,10507,3091,35449,0.203560044006883,0.412761996107083,0.0480408474145956,0.116364354424666,0.296397641682417,0.0871956895822167
"E14001432",7227,21716,5906,4880,16836,2347,49245,0.146756015839171,0.44097877957153,0.11993095745761,0.0990963549598944,0.341882424611636,0.0476596608792771
"E14001433",5941,10820,4174,2403,8417,3538,47588,0.124842397243002,0.22736824409515,0.0877111876943767,0.050495923342019,0.176872320753131,0.0743464739009834
"E14001434",3386,6160,19349,566,5594,2820,50634,0.0668720622506616,0.121657384366236,0.382134534107517,0.0111782596674172,0.110479124698819,0.0556938025832445
"E14001435",3864,3559,29921,151,3408,3713,52428,0.0737010757610437,0.0678835736629282,0.570706492713817,0.00288014038300145,0.0650034332799268,0.0708209353780423
"E14001436",4888,3902,6515,1079,2823,3809,34148,0.143141618835657,0.114267307016516,0.190787161766428,0.0315977509663816,0.0826695560501347,0.111543867869275
"E14001437",6514,5191,6585,1825,3366,4689,29979,0.217285433136529,0.173154541512392,0.219653757630341,0.0608759464958804,0.112278595016512,0.156409486640648
"E14001438",7731,7585,16335,2101,5484,5630,49514,0.156137658036111,0.153188997051339,0.329906693056509,0.0424324433493557,0.110756553701983,0.113705214686755
"E14001439",6859,6945,4372,2357,4588,4502,30585,0.224260258296551,0.227072094163806,0.142945888507438,0.0770639202223312,0.150008173941475,0.147196338074219
"E14001440",5498,5299,5759,1370,3929,4128,35843,0.15339117819379,0.147839187568005,0.160672934743186,0.0382222470217337,0.109616940546271,0.115168931172056
"E14001441",5549,6023,4047,1631,4392,3918,32880,0.168765206812652,0.183181265206813,0.123083941605839,0.0496046228710462,0.133576642335766,0.119160583941606
"E14001442",6576,8996,6812,2636,6360,3940,39187,0.167810753566234,0.229565927475949,0.173833158955776,0.0672672059611606,0.162298721514788,0.100543547605073
"E14001443",5621,7049,3980,2230,4819,3391,35350,0.159009900990099,0.199405940594059,0.112588401697313,0.0630834512022631,0.136322489391796,0.0959264497878359
"E14001444",5177,5345,8420,1260,4085,3917,36608,0.141417176573427,0.146006337412587,0.230004370629371,0.0344187062937063,0.111587631118881,0.10699847027972
"E14001445",5478,5923,21939,875,5048,4603,44097,0.124226137832506,0.134317527269429,0.497516837880128,0.0198426196793433,0.114474907590085,0.104383518153162
"E14001446",5780,6616,4423,1785,4831,3995,36630,0.157794157794158,0.180616980616981,0.120748020748021,0.0487305487305487,0.131886431886432,0.109063609063609
"E14001447",5603,6471,6980,1959,4512,3644,39770,0.140885089263264,0.162710585868745,0.17550917777219,0.0492582348503897,0.113452351018356,0.091626854412874
"E14001448",5739,4659,17033,1116,3543,4623,36340,0.157925151348376,0.128205833791965,0.468712162905889,0.0307099614749587,0.0974958723170061,0.127215189873418
"E14001449",6022,8044,2592,2365,5679,3657,33813,0.178097181557389,0.237896666962411,0.0766569071067341,0.0699435128500872,0.167953154112324,0.108153668707302
"E14001450",7591,8308,13336,2328,5980,5263,39005,0.194616074862197,0.212998333546981,0.341904883989232,0.0596846558133573,0.153313677733624,0.13493141904884
"E14001451",5283,4605,3835,1419,3186,3864,30416,0.173691478169385,0.15140057864282,0.126084955286691,0.0466530773277223,0.104747501315097,0.127038400841662
"E14001452",5725,4906,6213,1375,3531,4350,38880,0.147247942386831,0.126183127572016,0.159799382716049,0.0353652263374486,0.0908179012345679,0.111882716049383
"E14001453",5670,4091,8534,1213,2878,4457,39659,0.142968809097557,0.103154391184851,0.215184447414206,0.0305857434630223,0.0725686477218286,0.112383065634534
"E14001454",6045,7407,10797,1947,5460,4098,31600,0.19129746835443,0.234398734177215,0.341677215189873,0.0616139240506329,0.172784810126582,0.129683544303797
"E14001455",4966,5213,3569,1344,3869,3622,32889,0.150992733132658,0.158502842895801,0.108516525282009,0.0408647268083554,0.117638116087446,0.110128006324303
"E14001456",6441,8397,8333,2391,6006,4050,40571,0.158758719282246,0.206970496167213,0.205393014714944,0.058933721130857,0.148036775036356,0.0998249981513889
"E14001457",5632,4203,9137,1224,2979,4408,37947,0.148417529712494,0.110759743853269,0.24078319761773,0.0322555142699028,0.0785042295833663,0.116162015442591
"E14001458",5384,3754,7446,1168,2586,4216,36664,0.14684704342134,0.102389264673794,0.203087497272529,0.0318568623172594,0.070532402356535,0.11499018110408
"E14001459",4437,7212,7876,1470,5742,2967,70009,0.0633775657415475,0.103015326600866,0.112499821451528,0.0209973003470982,0.0820180262537674,0.0423802653944493
"E14001460",6174,6316,5122,2057,4259,4117,34731,0.177766260689298,0.181854827099709,0.147476317986813,0.0592266275085658,0.122628199591143,0.118539633180732
"E14001461",8978,5821,15769,1915,3906,7063,46149,0.194543760428178,0.126134910832304,0.341697544908882,0.0414960237491603,0.0846388870831437,0.153047736679018
"E14001462",4964,6693,7066,1337,5356,3627,37505,0.132355685908546,0.178456205839221,0.188401546460472,0.0356485801893081,0.142807625649913,0.0967071057192374
"E14001463",5377,8103,2948,2439,5664,2938,29017,0.185305165937209,0.27925009477203,0.101595616362822,0.0840541751387118,0.195195919633318,0.101250990798497
"E14001464",5183,4181,5193,1381,2800,3802,36582,0.141681701383194,0.114291181455361,0.141955059865508,0.0377508064075228,0.0765403750478377,0.103930894975671
"E14001465",6191,7199,6586,2271,4928,3920,30965,0.199935410947844,0.232488293234297,0.212691748748587,0.0733408687227515,0.159147424511545,0.126594542225093
"E14001466",6384,4378,10051,1073,3305,5311,39003,0.16367971694485,0.112247775812117,0.257698125785196,0.0275107043047971,0.0847370715073199,0.136169012640053
"E14001467",6872,2979,14232,716,2263,6156,45673,0.150460884986754,0.0652245309044731,0.311606419547654,0.0156766579817398,0.0495478729227333,0.134784227005014
"E14001468",6110,6527,7679,1634,4893,4476,29571,0.206621352000271,0.220723005647425,0.259680091982009,0.0552568394711034,0.165466166176321,0.151364512529167
"E14001469",5235,5577,7750,1242,4335,3993,41368,0.126547089537807,0.134814349255463,0.187342873718816,0.0300232063430671,0.104791142912396,0.0965238831947399
"E14001470",4801,4370,4545,1087,3283,3714,34433,0.13943019777539,0.12691313565475,0.131995469462434,0.0315685534225888,0.095344582232161,0.107861644352801
"E14001471",5486,4542,5710,1401,3141,4085,39722,0.138109863551684,0.114344695634661,0.143749055938774,0.035270127385328,0.0790745682493329,0.102839736166356
"E14001472",6801,7873,7750,2119,5754,4682,36563,0.18600771271504,0.215326969887591,0.211962913327681,0.0579547630117879,0.157372206875803,0.128052949703252
"E14001473",4980,4853,6846,1376,3477,3604,37935,0.131277184657968,0.127929352840385,0.180466587584025,0.0362725715038882,0.0916567813364966,0.0950046131540793
"E14001474",7025,6545,6770,2098,4447,4927,39423,0.178195469649697,0.166019836136266,0.171727164345687,0.0532176648149557,0.11280217132131,0.124977804834741
"E14001475",6690,5061,12213,1480,3581,5210,38043,0.175853639302894,0.13303367242331,0.321031464395552,0.0389033462134953,0.0941303262098152,0.136950293089399
"E14001476",5409,3139,3923,1009,2130,4400,37063,0.145940695572404,0.0846936297655344,0.105846801392224,0.0272239160348596,0.0574697137306748,0.118716779537544
"E14001477",6736,8448,7140,2321,6127,4415,43382,0.155271771702549,0.194735143607948,0.164584389839104,0.0535014522152045,0.141233691392744,0.101770319487345
"E14001478",5704,7203,16019,1361,5842,4343,38644,0.147603767725908,0.186393748059207,0.414527481627161,0.0352189214367043,0.151174826622503,0.112384846289204
"E14001479",5058,5900,6977,1546,4354,3512,32112,0.157511210762332,0.183731938216243,0.217270802192327,0.0481439960139512,0.135587942202292,0.109367214748381
"E14001480",6266,8121,3777,2438,5683,3828,32653,0.191896609806143,0.248706091323921,0.115670841882829,0.0746638899947937,0.174042201329127,0.11723271981135
"E14001481",6034,5608,5087,1775,3833,4259,36859,0.163704929596571,0.152147372419219,0.138012425730486,0.0481564882389647,0.103990884180254,0.115548441357606
"E14001482",5880,4656,6817,1464,3192,4416,35967,0.16348319292685,0.129451997664526,0.189534851391553,0.0407039786470932,0.0887480190174326,0.122779214279756
"E14001483",4212,3069,5551,892,2177,3320,37375,0.112695652173913,0.0821137123745819,0.148521739130435,0.023866220735786,0.058247491638796,0.0888294314381271
"E14001484",8530,8182,8496,2737,5445,5793,40659,0.20979364962247,0.201234658993089,0.208957426400059,0.067315969404068,0.133918689589021,0.142477680218402
"E14001485",7502,9453,5366,2900,6553,4602,40146,0.186867932048025,0.2354655507398,0.13366213321377,0.0722363373686046,0.163229213371195,0.11463159467942
"E14001486",6915,5503,9154,1901,3602,5014,36662,0.188614914625498,0.150100921935519,0.249686323713927,0.0518520538977688,0.0982488680377503,0.136762860727729
"E14001487",6992,4489,6431,1460,3029,5532,43861,0.159412690089145,0.10234604774173,0.146622284033652,0.0332869747611774,0.0690590729805522,0.126125715327968
"E14001488",5382,4062,4937,1273,2789,4109,34450,0.15622641509434,0.117910014513788,0.143309143686502,0.0369521044992743,0.0809579100145138,0.119274310595065
"E14001489",5111,3204,3594,1277,1927,3834,36275,0.140895933838732,0.0883252929014473,0.0990764989662302,0.0352033080634045,0.0531219848380427,0.105692625775327
"E14001490",5376,3874,5766,1326,2548,4050,35848,0.149966525329168,0.108067395670609,0.160845793349699,0.0369895112698058,0.0710778844008034,0.112977014059362
"E14001491",5323,6963,1595,2211,4752,3112,31890,0.166917529005958,0.218344308560677,0.0500156788962057,0.0693320790216369,0.14901222953904,0.0975854499843211
"E14001492",4877,6935,5864,1384,5551,3493,38110,0.12797166098137,0.181973235371294,0.153870375229599,0.0363159275780635,0.14565730779323,0.0916557334033062
"E14001493",7407,5090,9032,1875,3215,5532,34575,0.214229934924078,0.147216196673897,0.261229211858279,0.0542299349240781,0.0929862617498192,0.16
"E14001494",6309,4432,5517,1585,2847,4724,34113,0.184944156186791,0.129921144431742,0.161727200773899,0.0464632251634274,0.0834579192683141,0.138480931023364
"E14001495",6700,7026,4227,2268,4758,4432,34292,0.195380846844745,0.204887437303161,0.123264901434737,0.0661378747229674,0.138749562580194,0.129242972121778
"E14001496",5172,6522,7145,1772,4750,3400,32524,0.15902103062354,0.200528840241053,0.219683925716394,0.0544828434386914,0.146045996802361,0.104538187184848
"E14001497",7694,5091,6161,2062,3029,5632,40754,0.188791284291113,0.124920253226677,0.151175344751435,0.0505962604897679,0.0743239927369093,0.138195023801345
"E14001498",5557,4910,5669,1588,3322,3969,36395,0.152685808490177,0.134908641296881,0.155763154279434,0.0436323670833906,0.0912762742134909,0.109053441406787
"E14001499",6038,10418,2020,2472,7946,3566,45582,0.132464569347549,0.228555131411522,0.0443157386687728,0.0542319336580229,0.174323197753499,0.0782326356895266
"E14001500",6695,14007,3205,3099,10908,3596,46520,0.143916595012898,0.30109630266552,0.0688950988822012,0.0666165090283749,0.234479793637145,0.0773000859845228
"E14001501",6947,4653,16518,1267,3386,5680,40591,0.171146313222143,0.114631322214284,0.40693749846025,0.0312138158705132,0.0834175063437708,0.13993249735163
"E14001502",7696,4081,22124,1100,2981,6596,37395,0.205802914828186,0.109132236930071,0.59162989704506,0.0294156972857334,0.0797165396443375,0.176387217542452
"E14001503",6594,6124,25223,1045,5079,5549,47759,0.138068217508742,0.128227140434264,0.528130823509705,0.0218806926443183,0.106346447789945,0.116187524864423
"E14001504",6083,14390,3849,3451,10939,2632,38741,0.157017113652203,0.371441108902713,0.0993521075862781,0.0890787537750703,0.282362355127643,0.0679383598771328
"E14001505",6595,9931,8459,2566,7365,4029,38616,0.170784130930184,0.257173192459084,0.219054278019474,0.066449140252745,0.190724052206339,0.104334990677439
"E14001506",3967,5219,6554,1129,4090,2838,32560,0.121836609336609,0.160288697788698,0.201289926289926,0.0346744471744472,0.125614250614251,0.0871621621621622
"E14001507",5917,5913,8826,1716,4197,4201,36829,0.160661435281979,0.160552825219257,0.23964810339678,0.0465937169078715,0.113959108311385,0.114067718374107
"E14001508",6957,6022,8506,1739,4283,5218,43949,0.158297117113017,0.13702245784887,0.193542515188059,0.0395685908666864,0.0974538669821839,0.118728526246331
"E14001509",5945,9562,3594,2190,7372,3755,38103,0.156024460016272,0.250951368658636,0.0943232816313676,0.0574757893079285,0.193475579350707,0.0985486707083432
"E14001510",5185,8735,4468,1970,6765,3215,38498,0.134682321159541,0.226894903631357,0.116057977037768,0.0511714894280222,0.175723414203335,0.0835108317315185
"E14001511",8492,6872,13526,2302,4570,6190,40586,0.209234711476864,0.1693194697679,0.333267629231755,0.0567190656876756,0.112600404080225,0.152515645789188
"E14001512",4587,4097,3394,1206,2891,3381,42321,0.108385907705394,0.0968077313863094,0.0801965927081118,0.0284964911037074,0.068311240282602,0.0798894166016871
"E14001513",5704,4622,6190,1553,3069,4151,35500,0.160676056338028,0.130197183098592,0.174366197183099,0.0437464788732394,0.0864507042253521,0.116929577464789
"E14001514",5983,5600,6662,1992,3608,3991,27767,0.215471602981957,0.201678251161451,0.239925090935283,0.0717398350560017,0.129938416105449,0.143731767925955
"E14001515",5383,6729,5640,1770,4959,3613,36426,0.147779058913963,0.184730686872014,0.154834458902981,0.0485916652940208,0.136139021577994,0.0991873936199418
"E14001516",5865,8494,2912,2149,6345,3716,38383,0.152802021728369,0.22129588619962,0.0758669202511529,0.0559883281661152,0.165307558033504,0.0968136935622541
"E14001517",6000,10864,10189,2579,8285,3421,39808,0.15072347266881,0.272909967845659,0.255953577170418,0.0647859726688103,0.208123995176849,0.0859375
"E14001518",4930,4535,4945,1145,3390,3785,41436,0.118978665894391,0.109445892460662,0.119340669948837,0.0276329761559996,0.0818129163046626,0.0913456897383917
"E14001519",4238,3606,2200,985,2621,3253,31127,0.13615189385421,0.115847977639991,0.0706781893532946,0.0316445529604523,0.0842034246795387,0.104507340893758
"E14001520",7522,7866,14029,2279,5587,5243,45464,0.165449586486011,0.173016012669365,0.308573816646138,0.0501275734647193,0.122888439204645,0.115322013021292
"E14001521",6250,6911,7899,2056,4855,4194,36532,0.171082886236724,0.18917661228512,0.216221394941421,0.0562794262564327,0.132897186028687,0.114803459980291
"E14001522",5785,5468,3691,1772,3696,4013,30707,0.188393525906145,0.178070146872049,0.120200605725079,0.0577067118246654,0.120363435047383,0.13068681408148
"E14001523",5321,4692,4239,1560,3132,3761,29134,0.182638841216448,0.16104894624837,0.145500102972472,0.0535456854534221,0.107503260794947,0.129093155763026
"E14001524",5438,5285,7585,1515,3770,3923,35285,0.15411648009069,0.149780359926314,0.214963865665297,0.0429360918237211,0.106844268102593,0.111180388266969
"E14001525",3800,4442,15850,585,3857,3215,57417,0.0661824895065921,0.0773638469442848,0.276050647020917,0.0101886200950938,0.067175226849191,0.0559938694114983
"E14001526",5445,4335,6748,1400,2935,4045,39782,0.136870946659293,0.10896888039817,0.169624453270323,0.0351917952842994,0.0737770851138706,0.101679151374994
"E14001527",6011,4442,27586,558,3884,5453,46563,0.129093915770032,0.0953976333140047,0.592444644889719,0.0119837639327363,0.0834138693812684,0.117110151837296
"E14001528",5135,10849,6920,2341,8508,2794,36398,0.141079180174735,0.298065827792736,0.190120336282213,0.0643167206989395,0.233749107093796,0.0767624594757954
"E14001529",6752,6001,7427,1959,4042,4793,34860,0.193689041881813,0.172145725760184,0.213052208835341,0.0561962134251291,0.115949512335055,0.137492828456684
"E14001530",7073,5253,7691,1679,3574,5394,39696,0.178179161628376,0.132330713422007,0.193747480854494,0.0422964530431278,0.0900342603788795,0.135882708585248
"E14001531",6953,8829,5083,2411,6418,4542,41925,0.165843768634466,0.210590339892665,0.121240310077519,0.0575074537865236,0.153082886106142,0.108336314847943
"E14001532",6164,7605,2983,2296,5309,3868,32767,0.188116092410047,0.232093264564959,0.0910367137668996,0.0700704977568896,0.162022766808069,0.118045594653157
"E14001533",6499,6794,3903,2462,4332,4037,33118,0.196237695513014,0.205145238239024,0.117851319524126,0.0743402379370735,0.130805000301951,0.121897457575941
"E14001534",5021,7024,13764,1350,5674,3671,36852,0.136247693476609,0.19060023879301,0.373493975903614,0.0366330185607294,0.15396722023228,0.0996146749158797
"E14001535",5671,7175,7502,1839,5336,3832,32142,0.176435816066206,0.223228174973555,0.233401779603012,0.0572148590629083,0.166013315910646,0.119220957003298
"E14001536",4324,5905,2119,1521,4384,2803,37843,0.114261554316518,0.156039426049732,0.0559945036070079,0.0401923737547235,0.115847052295008,0.0740691805617948
"E14001537",6394,7977,5809,2123,5854,4271,41664,0.153465821812596,0.191460253456221,0.139424923195084,0.0509552611367127,0.140504992319508,0.102510560675883
"E14001538",5402,5538,4710,1573,3965,3829,33445,0.161518911645986,0.165585289280909,0.14082822544476,0.0470324413215727,0.118552847959336,0.114486470324413
"E14001539",6651,7997,5100,2502,5495,4149,36637,0.181537789666184,0.218276605617272,0.139203537407539,0.0682916177634632,0.149984987853809,0.113246171902721
"E14001540",6528,6428,7008,1841,4587,4687,44646,0.146216906329794,0.143977064014693,0.156968149442279,0.0412354970210097,0.102741566993684,0.104981409308785
"E14001541",5287,4846,2688,1326,3520,3961,41811,0.126449977278707,0.115902513692569,0.0642893018583626,0.0317141422113798,0.0841883714811892,0.0947358350673268
"E14001542",5895,5548,3328,1796,3752,4099,35746,0.164913556761596,0.1552061769149,0.093101326022492,0.0502433838751189,0.104962793039781,0.114670172886477
"E14001543",5412,4931,4520,1438,3493,3974,39693,0.136346459073388,0.124228453379689,0.113873982818129,0.0362280502859446,0.0880004030937445,0.100118408787444
"E14001544",7585,5190,10079,1758,3432,5827,42290,0.179356821943722,0.122724048238354,0.238330574603925,0.0415701111373847,0.0811539371009695,0.137786710806337
"E14001545",5666,6346,4186,2021,4325,3645,32184,0.176050211285111,0.197178722346508,0.130064628386776,0.0627951777280636,0.134383544618444,0.113255033557047
"E14001546",6209,4850,8868,1401,3449,4808,41623,0.14917233260457,0.116522115176705,0.213055281935468,0.0336592749201163,0.0828628402565889,0.115513057684453
"E14001547",4844,6251,6966,1293,4958,3551,37008,0.130890618244704,0.168909424989192,0.188229571984436,0.0349383916990921,0.133971033290099,0.0959522265456118
"E14001548",7213,5658,9122,1961,3697,5252,36476,0.197746463428007,0.155115692510144,0.250082245860292,0.053761377344007,0.101354315166137,0.143985086084
"E14001549",5937,5928,6007,1920,4008,4017,30653,0.193684141845823,0.193390532737416,0.195967768244544,0.0626366097934949,0.130753922943921,0.131047532052328
"E14001550",5528,2369,28617,343,2026,5185,45268,0.122117168861006,0.0523327737032783,0.632168419192365,0.00757709640364054,0.0447556772996377,0.114540072457365
"E14001551",8211,10817,13541,2994,7823,5217,44680,0.183773500447628,0.242099373321397,0.303066248880931,0.0670098478066249,0.175089525514772,0.116763652641003
"E14001552",7524,5885,9940,2032,3853,5492,39806,0.189016731146058,0.147842033864242,0.249711098829322,0.0510475807667186,0.096794453097523,0.13796915037934
"E14001553",5669,5064,26604,390,4674,5279,57091,0.0992976125834195,0.0887004956998476,0.465992888546356,0.00683119931337689,0.0818692963864707,0.0924664132700426
"E14001554",6135,5748,9280,1711,4037,4424,38163,0.160757802059587,0.150617089851427,0.243167465870084,0.0448340015197967,0.10578308833163,0.11592380053979
"E14001555",6933,6367,12027,1846,4521,5087,41264,0.168015703761148,0.154299146956185,0.291464715005816,0.0447363319115936,0.109562815044591,0.123279371849554
"E14001556",5616,6087,18922,1245,4842,4371,39368,0.142653932127616,0.15461796382849,0.480644178012599,0.0316246697825645,0.122993294045926,0.111029262345052
"E14001557",4554,6489,8237,1241,5248,3313,36854,0.123568676398763,0.176073153524719,0.223503554566668,0.0336734140120475,0.142399739512672,0.0898952623867151
"E14001558",6265,6577,12821,1750,4827,4515,39287,0.159467508336091,0.167409066612365,0.326342046987553,0.0445439967419248,0.122865069870441,0.114923511594166
"E14001559",2145,4494,19595,306,4188,1839,49724,0.0431381224358459,0.090378891480975,0.394075295631888,0.00615396991392487,0.0842249215670501,0.036984152521921
"E14001560",5379,6197,6393,1347,4850,4032,44821,0.120010709265746,0.138261082974499,0.142634033154102,0.0300528769996207,0.108208205974878,0.0899578322661252
"E14001561",6494,4076,15541,905,3171,5589,37562,0.172887492678771,0.108513923646238,0.413742612214472,0.0240934987487354,0.0844204248975028,0.148793993930036
"E14001562",6073,6895,9645,1607,5288,4466,42567,0.142669203843353,0.161979937510278,0.226583973500599,0.0377522493950713,0.124227688115207,0.104916954448282
"E14001563",6939,3182,26610,506,2676,6433,47736,0.145361990950226,0.0666582872465225,0.557440925087984,0.0105999664823194,0.0560583207642031,0.134762024467907
"E14001564",6306,7431,4148,1894,5537,4412,37255,0.169265870352973,0.199463159307476,0.11134075962958,0.0508388135820695,0.148624345725406,0.118427056770903
"E14001565",6052,8049,4486,2250,5799,3802,40284,0.150233343262834,0.199806374739351,0.111359348624764,0.0558534405719392,0.143952934167411,0.0943799026908946
"E14001566",6059,5255,9614,1347,3908,4712,44977,0.13471329790782,0.116837494719523,0.213753696333682,0.0299486404162127,0.0868888543033106,0.104764657491607
"E14001567",3786,5077,1639,1005,4072,2781,35465,0.106753136895531,0.143155223459749,0.0462145777527139,0.0283377978288453,0.114817425630904,0.0784153390666855
"E14001568",5708,4240,13850,1155,3085,4553,40429,0.141185782482871,0.104875213336961,0.342575873753988,0.0285686017462712,0.0763066115906899,0.1126171807366
"E14001569",6364,3664,5495,1496,2168,4868,33401,0.190533217568336,0.109697314451663,0.164516032454118,0.0447890781713122,0.0649082362803509,0.145744139397024
"E14001570",6069,5452,5029,1805,3647,4264,33388,0.181771894093686,0.163292200790703,0.150622978315562,0.0540613394033785,0.109230861387325,0.127710554690308
"E14001571",5787,3841,7996,1165,2676,4622,43002,0.134575136040184,0.0893214269103763,0.185944839774894,0.0270917631738059,0.0622296637365704,0.107483372866378
"E14001572",6175,4736,6826,1758,2978,4417,33425,0.18474195961107,0.141690351533283,0.204218399401645,0.0525953627524308,0.0890949887808527,0.132146596858639
"E14001573",6334,6836,3719,1948,4888,4386,44559,0.142148611952692,0.153414573935681,0.0834623757265648,0.0437173186112794,0.109697255324401,0.0984312933414125
"E14001574",5148,7555,6941,1733,5822,3415,36277,0.141908096038812,0.208258676296276,0.19133335171045,0.0477713151583648,0.160487361137911,0.0941367808804477
"E14001575",6855,6841,7129,2239,4602,4616,39174,0.174988512789095,0.174631132894267,0.18198294787359,0.0571552560371675,0.117475876857099,0.117833256751927
"E14001576",5636,7197,12680,1262,5935,4374,57361,0.0982549118739213,0.125468523909974,0.22105611826851,0.0220010111399732,0.103467512770001,0.0762539007339482
"E14001577",5486,7598,2791,1953,5645,3533,37078,0.14795835805599,0.204919359188737,0.0752737472355575,0.0526727439451966,0.152246615243541,0.0952856141107935
"E14001578",8446,6153,6033,2263,3890,6183,47191,0.178974804517811,0.130385031044055,0.127842173295756,0.0479540590366807,0.0824309720073743,0.13102074548113
"E14001579",6607,5043,8616,1732,3311,4875,37882,0.174410010031149,0.133123911092339,0.227443112824033,0.045720922865741,0.0874029882265984,0.128689087165408
"E14001580",7200,5722,13085,1715,4007,5485,40774,0.17658311669201,0.1403345269044,0.320915289154854,0.0420611173787217,0.0982734095256781,0.134521999313288
"E14001581",6662,5569,9530,1758,3811,4904,41365,0.161054031185785,0.134630726459567,0.23038800918651,0.04249969781216,0.0921310286474072,0.118554333373625
"E14001582",5361,4980,5937,1547,3433,3814,33603,0.159539326845817,0.148201053477368,0.176680653513079,0.04603755617058,0.102163497306788,0.113501770675237
"E14001583",6032,10055,8314,2515,7540,3517,35565,0.169604948685505,0.282721777027977,0.233769155068185,0.0707155911710952,0.212006185856882,0.0988893575144102
"E14001584",4888,5817,3511,1503,4314,3385,32969,0.148260487124268,0.176438472504474,0.106493979192575,0.0455882798992993,0.130850192605175,0.102672207224969
"E14001585",5641,8037,4876,2155,5882,3486,38188,0.147716560175972,0.210458782863727,0.127684089242694,0.0564313396878601,0.154027443175867,0.0912852204881115
"E14001586",6268,5790,22848,1028,4762,5240,44910,0.139568024938766,0.128924515698063,0.50875083500334,0.0228902248942329,0.10603429080383,0.116677800044534
"E14001587",5802,7060,4189,2032,5028,3770,37618,0.15423467488968,0.187676112499335,0.111356265617524,0.0540166941357861,0.133659418363549,0.100217980753894
"E14001588",6786,8362,8284,2448,5914,4338,39212,0.173059267571152,0.213251045598286,0.21126185861471,0.0624298684076303,0.150821177190656,0.110629399163521
"E14001589",5519,5562,8370,1570,3992,3949,29729,0.185643647616805,0.187090046755693,0.281543274244004,0.0528103871640486,0.134279659591645,0.132833260452757
"E14001590",6190,5676,3497,1964,3712,4226,36405,0.170031589067436,0.155912649361351,0.096058233759099,0.053948633429474,0.101964015931877,0.116082955637962
"E14001591",5531,4074,5000,1318,2756,4213,39062,0.141595412421279,0.104295734985408,0.128001638420972,0.0337412318877682,0.0705545030976397,0.107854180533511
"E14001592",6905,8940,5063,2470,6470,4435,39729,0.173802512018928,0.225024541267084,0.127438395126985,0.0621712099473936,0.162853331319691,0.111631302071535
"E14001593",5923,6062,2859,2000,4062,3923,35199,0.168271825904145,0.172220801727322,0.0812238984062047,0.0568197960169323,0.115401005710389,0.111452029887213
"E14001594",4691,5765,6248,1491,4274,3200,33912,0.138328615239443,0.169998820476527,0.184241566407172,0.043966737438075,0.126032083038452,0.0943618778013682
"E14001595",5517,5562,8589,1361,4201,4156,40989,0.134597087023348,0.135694942545561,0.209544024006441,0.033204030349606,0.102490912195955,0.101393056673742
"E14001596",6864,7309,14392,1851,5458,5013,40152,0.17095038852361,0.18203327356047,0.358437935843794,0.0460998206814106,0.13593345287906,0.1248505678422
"E14001597",6375,5168,9885,1388,3780,4987,41264,0.154493020550601,0.125242341993021,0.239555060100814,0.0336370686312524,0.0916052733617681,0.120855951919349
"E14001598",5843,8271,6705,2448,5823,3395,41718,0.14005944676159,0.198259743995398,0.160721990507695,0.058679706601467,0.139580037393931,0.0813797401601227
