"msoa21","msoa21_name","heat_risk","social_risk","heat_enhanced_risk","lst_maxday_mean","lst_daynight_mean","lst_daynight_decile","airtemp_maxday_mean","airtemp_daynight_mean","airtemp_daynight_decile","under5","under5_pct","over75","over75_pct","people_of_colour","people_of_colour_pct","disabled_persons","disabled_persons_pct","life_expectancy_average","life_expectancy_decile","care_or_nursing_home_n","hospital_n","nurseries_n"
"E02006047","Rode, Mells & Woodlands","lower heat risk","Lowest heat risk","Lower heat risk",38.8,25.19,8,34.34,26.5,9,363,0.0409014084507042,971,0.109408450704225,213,0.024,1401,0.16,84.4,9,1,0,3
"E02006048","Stratton, Holcombe & Highbury","lower heat risk","Lowest heat risk","Lower heat risk",37.81,24.8,8,33.74,26.31,9,294,0.0403568977350721,664,0.0911461908030199,173,0.024,1211,0.169,82.5,7,1,0,3
"E02006049","Frome North East","highest heat risk","Lowest heat risk","High heat, not enhanced risk",40.47,26.71,4,34.55,26.57,9,305,0.0426692781197538,905,0.126608841634024,182,0.025,1197,0.166,85.7,10,1,2,4
"E02006050","Frome North West","highest heat risk","Highest heat risk","High heat and enhanced risk",40.55,26.54,5,34.33,26.49,9,539,0.0611804767309875,669,0.0759364358683314,400,0.045,1847,0.21,79.8,3,4,0,1
"E02006051","Draycott, Westbury & Wookey","lower heat risk","Lowest heat risk","Lower heat risk",37.65,24.95,8,33.24,25.35,10,306,0.0350034317089911,1103,0.126172500571952,282,0.033,1368,0.161,83.7,8,4,0,0
"E02006052","Oakhill, Horrington & Chewton Mendip","lower heat risk","Medium heat risk","Lower heat risk",37.18,25.03,8,33.28,25.78,10,328,0.0420028172621334,940,0.120373927519529,231,0.03,1344,0.173,82,6,6,0,4
"E02006053","Frome South & East","highest heat risk","Medium heat risk","High heat, not enhanced risk",40.25,26.32,5,34.35,26.48,9,768,0.0682848759669245,791,0.0703298657419756,382,0.034,1996,0.179,82.2,6,2,0,2
"E02006054","Wells Town","highest heat risk","Medium heat risk","High heat, not enhanced risk",40.13,27.25,3,33.92,25.57,10,330,0.0394878544932392,1282,0.153404331697978,298,0.036,1748,0.21,83.6,8,2,1,2
"E02006055","Shepton Mallet","highest heat risk","Medium heat risk","High heat, not enhanced risk",39.44,26.98,4,33.53,25.84,10,537,0.0599798950072601,633,0.0707025578018541,291,0.032,1477,0.163,82.3,6,3,2,2
"E02006056","Evercreech & Nunney","lower heat risk","Medium heat risk","Lower heat risk",37.83,25.33,7,33.63,26.02,10,411,0.0523233609166136,840,0.106938255887969,131,0.017,1290,0.166,82.6,7,2,0,3
"E02006057","Glastonbury Town","lower heat risk","Medium heat risk","Lower heat risk",37.56,24.55,9,34.1,25.4,10,323,0.0423439958049292,837,0.109727320398532,293,0.038,1671,0.219,79.5,3,3,1,2
"E02006058","Glastonbury West & Street South","lower heat risk","Lowest heat risk","Lower heat risk",36.36,23.9,9,33.98,25.06,10,336,0.0381038784304831,886,0.100476298480381,357,0.041,1424,0.162,83.9,9,1,0,4
"E02006059","Pilton, Butleigh & Alhampton","lower heat risk","Lowest heat risk","Lower heat risk",38.97,25.7,6,34.06,25.61,10,229,0.0332897223433639,772,0.112225614188109,156,0.023,1044,0.151,83.8,9,1,0,2
"E02006060","Street Village","lower heat risk","Medium heat risk","Lower heat risk",37.8,25.04,8,34.1,25.19,10,396,0.0475847152126893,898,0.107906753184331,349,0.042,1591,0.194,80.8,4,2,0,3
"E02000689","Wimbledon Park & Durnsford Road","highest heat risk","Medium heat risk","High heat, not enhanced risk",41.62,28.62,1,39.49,29.17,2,732,0.0803071859572134,284,0.0311574328030719,2216,0.245,783,0.086,83.6,8,0,0,6
"E02000690","Wimbledon Common","highest heat risk","Lowest heat risk","High heat, not enhanced risk",38.46,26.28,5,39.43,28.94,3,218,0.0393643914770675,705,0.127302275189599,1167,0.211,646,0.117,84.7,9,3,1,2
"E02000691","Wimbledon Broadway North","highest heat risk","Medium heat risk","High heat, not enhanced risk",41.69,28.7,1,39.44,29.13,3,416,0.0579952600027882,298,0.041544681444305,1956,0.266,771,0.105,83.7,8,2,0,6
"E02000692","Wimbledon Hill","highest heat risk","Medium heat risk","High heat, not enhanced risk",41.29,28.36,2,39.4,29.04,3,393,0.0516765285996055,653,0.0858645627876397,1973,0.258,794,0.104,85.1,10,1,0,4
"E02000693","Colliers Wood","highest heat risk","Highest heat risk","High heat and enhanced risk",42.53,29.32,1,39.57,29.33,2,620,0.0625756964069439,284,0.028663706096084,3439,0.349,1098,0.111,82.8,7,1,0,4
"E02000694","South Wimbledon","highest heat risk","Highest heat risk","High heat and enhanced risk",42.11,28.47,1,39.55,29.23,2,740,0.081858407079646,305,0.0337389380530973,2367,0.26,975,0.107,82.2,6,3,0,3
"E02000695","Graveney","highest heat risk","Highest heat risk","High heat and enhanced risk",42.78,29.34,1,39.53,29.43,2,578,0.0666589782032061,514,0.0592780532810518,4792,0.554,969,0.112,82.9,7,1,0,2
"E02000696","Lavender Park","highest heat risk","Highest heat risk","High heat and enhanced risk",42.76,29.39,1,39.55,29.34,2,532,0.0628767285190876,174,0.0205649450419572,3973,0.46,1015,0.118,80.4,4,0,0,0
"E02000697","Wimbledon Broadway South","highest heat risk","Medium heat risk","High heat, not enhanced risk",42.33,29.1,1,39.49,29.16,2,612,0.0717047451669596,233,0.0272993555946104,2505,0.287,760,0.087,84.2,9,0,0,9
"E02000698","Cottenham Park","highest heat risk","Medium heat risk","High heat, not enhanced risk",40.65,27.82,2,39.54,28.86,3,425,0.0511555127587867,676,0.0813673567645643,2141,0.26,910,0.11,84.1,9,2,0,4
"E02000699","Wimbledon Chase","highest heat risk","Medium heat risk","High heat, not enhanced risk",41.71,28.58,1,39.54,29.07,3,582,0.0707684824902724,454,0.055204280155642,2310,0.281,787,0.096,86.2,10,0,0,1
"E02000700","Merton Church Road & Phipps Bridge","highest heat risk","Highest heat risk","High heat and enhanced risk",41.86,28.74,1,39.53,29.25,2,511,0.0597032363593878,219,0.0255871012968805,4058,0.468,1240,0.143,79.7,3,0,0,1
"E02000701","Mitcham East","highest heat risk","Highest heat risk","High heat and enhanced risk",42.68,29.24,1,39.51,29.4,2,493,0.05551176669294,422,0.0475171714896971,5241,0.582,1132,0.126,79.8,3,2,0,1
"E02000702","Lonesome","highest heat risk","Highest heat risk","High heat and enhanced risk",42.69,28.93,1,39.43,29.47,2,677,0.0727956989247312,321,0.0345161290322581,5268,0.565,1224,0.131,81.9,6,2,0,1
"E02000703","Merton Park","highest heat risk","Lowest heat risk","High heat, not enhanced risk",41.76,28.5,1,39.53,29.16,2,373,0.0468592964824121,692,0.0869346733668342,2520,0.316,947,0.119,84.8,10,0,0,1
"E02000704","Raynes Park","highest heat risk","Highest heat risk","High heat and enhanced risk",41.67,28.35,2,39.52,28.93,3,608,0.069303544967514,501,0.0571070329419811,2667,0.31,1090,0.127,80.1,3,2,0,2
"E02000705","Rowan Road","highest heat risk","Medium heat risk","High heat, not enhanced risk",42.58,28.65,1,39.42,29.53,2,482,0.0516391686308121,529,0.0566745232483394,5573,0.597,1146,0.123,79.8,3,1,0,1
"E02000706","Mitcham West","highest heat risk","Highest heat risk","High heat and enhanced risk",42.36,28.86,1,39.52,29.34,2,669,0.0670609462710505,320,0.0320769847634322,5774,0.575,1382,0.138,80.4,4,0,0,4
"E02000707","Pollards Hill","highest heat risk","Highest heat risk","High heat and enhanced risk",41.89,28.02,2,39.32,29.59,1,504,0.0605478135511773,303,0.0364007688611245,5260,0.634,1095,0.132,80.3,4,1,0,1
"E02000708","West Barnes","highest heat risk","Medium heat risk","High heat, not enhanced risk",41.8,28.43,1,39.46,28.95,3,556,0.0627114820663208,495,0.0558312655086849,3169,0.357,981,0.11,83.3,8,0,0,3
"E02000709","Cannon Hill","highest heat risk","Lowest heat risk","High heat, not enhanced risk",41.39,28.02,2,39.47,29.05,3,440,0.0551309359729357,714,0.0894624733742639,2311,0.29,1011,0.127,83.6,8,1,0,1
"E02000710","Mitcham South","highest heat risk","Highest heat risk","High heat and enhanced risk",41.26,28.07,2,39.39,29.43,2,577,0.0617508561643836,694,0.0742722602739726,4334,0.472,1411,0.154,80.7,4,5,0,3
"E02000711","Morden Central","highest heat risk","Medium heat risk","High heat, not enhanced risk",41.52,28.12,2,39.4,29.24,2,601,0.0643537852018417,383,0.041010814862405,4218,0.447,1262,0.134,82.2,6,4,0,3
"E02000712","St Helier North","highest heat risk","Medium heat risk","High heat, not enhanced risk",41.82,28.24,2,39.4,29.15,2,572,0.0590116578974518,517,0.0533374600226968,4248,0.439,1492,0.154,81.4,5,2,0,0
"E02000713","Lower Morden","highest heat risk","Medium heat risk","High heat, not enhanced risk",41.73,28.16,2,39.38,29.04,3,480,0.0615305730034611,615,0.0788360466606845,2093,0.268,977,0.125,83.2,8,4,0,4
"E02004164","Bampton, Holcombe & Westleigh","lower heat risk","Medium heat risk","Lower heat risk",36.97,24.03,9,32.31,24.27,10,257,0.0376777598592582,861,0.126227825831989,92,0.014,1171,0.172,83.6,8,5,0,0
"E02004165","Tiverton North & Outer","lower heat risk","Lowest heat risk","Lower heat risk",37.57,24.72,8,32.81,24.76,10,371,0.0411490683229814,1127,0.125,150,0.017,1565,0.176,84.3,9,2,0,2
"E02004166","Uffculme & Hemyock","lower heat risk","Lowest heat risk","Lower heat risk",36.65,24.43,9,31.87,24.34,10,264,0.0381833960080995,765,0.110645067978016,104,0.015,1142,0.168,84.6,9,2,0,4
"E02004167","Tiverton East","lower heat risk","Medium heat risk","Lower heat risk",38.64,25.63,7,33.15,24.87,10,348,0.0485085029272372,632,0.0880959018678562,186,0.026,1493,0.208,81.1,5,1,0,1
"E02004168","Tiverton West","lower heat risk","Highest heat risk","Lower heat risk",38.04,25,8,32.8,24.47,10,324,0.0514694201747419,603,0.0957903097696585,174,0.028,1367,0.219,78.6,2,1,1,3
"E02004169","Willand, Sampford Peverell & Halberton","lower heat risk","Lowest heat risk","Lower heat risk",37.73,24.65,8,32.71,24.59,10,374,0.0482642921667312,793,0.102335785262615,142,0.019,1250,0.165,84.5,9,1,0,5
"E02004170","Cullompton","lower heat risk","Medium heat risk","Lower heat risk",38.25,25.23,7,32.56,24.14,10,501,0.0560779046339825,799,0.0894336243563913,281,0.032,1654,0.188,81,5,4,1,2
"E02004171","Bradninch, Silverton & Thorverton","lower heat risk","Lowest heat risk","Lower heat risk",38.31,25.22,8,32.36,24.01,10,393,0.045997191011236,888,0.103932584269663,180,0.021,1455,0.171,83.7,8,2,0,1
"E02004172","Bow, Lapford & Yeoford","lower heat risk","Medium heat risk","Lower heat risk",37.64,24.01,9,32.3,23.8,10,256,0.039518369867243,676,0.104353195430688,119,0.018,1244,0.191,84.5,9,1,0,2
"E02004173","Morchard Bishop, Copplestone & Newton St Cyres","lower heat risk","Medium heat risk","Lower heat risk",38.39,24.53,9,32.39,23.76,10,333,0.043614931237721,797,0.104387688277669,171,0.023,1411,0.188,82.8,7,6,0,1
"E02004174","Crediton","lower heat risk","Medium heat risk","Lower heat risk",39.16,24.93,8,32.37,23.73,10,458,0.0556771213226355,875,0.106370046194991,188,0.023,1575,0.195,82.2,6,4,1,3
"E02006261","Eye, Palgrave & Occold","lower heat risk","Lowest heat risk","Lower heat risk",39.67,25.59,7,36.9,27.34,8,273,0.0337787676317743,1053,0.130289532293987,202,0.025,1482,0.186,82.8,7,4,0,2
"E02006262","Rickinghall, Walsham le Willows & Gislingham","lower heat risk","Lowest heat risk","Lower heat risk",40.07,25.71,6,37.61,27.56,7,356,0.0386368569568049,1111,0.120577382244411,196,0.022,1518,0.169,84.3,9,1,0,1
"E02006263","Fressingfield, Laxfield & Worlingworth","lower heat risk","Medium heat risk","Lower heat risk",39.24,25.46,7,36.04,26.8,9,256,0.0337108243350013,1018,0.134053199894654,136,0.018,1303,0.173,84.2,9,1,0,2
"E02006264","Thurston, Badwell Ash & Elmswell North","lower heat risk","Lowest heat risk","Lower heat risk",40.31,25.75,6,38.16,27.71,7,490,0.0518957847913578,971,0.102838381698793,211,0.024,1324,0.149,85.4,10,1,0,3
"E02006265","Stowupland, Mendlesham & Bacton","highest heat risk","Lowest heat risk","High heat, not enhanced risk",40.53,26.16,5,37.17,27.24,8,309,0.0411670663469225,904,0.120436983746336,111,0.015,1279,0.173,84.5,9,0,0,2
"E02006266","Elmswell South, Haughley, Beyton & Felsham","lower heat risk","Lowest heat risk","Lower heat risk",40.05,25.71,6,38.29,27.75,7,480,0.0474402055742242,1183,0.11692033998814,228,0.024,1673,0.177,85,10,0,0,2
"E02006267","Debenham, Stonham & Coddenham","lower heat risk","Lowest heat risk","Lower heat risk",39.96,25.85,6,36.26,26.83,9,239,0.0283108268182895,830,0.0983179341388297,202,0.024,1314,0.157,84.9,10,0,0,2
"E02006268","Stowmarket West","highest heat risk","Highest heat risk","High heat and enhanced risk",40.81,26.3,5,37.14,27.23,8,302,0.0481274900398406,767,0.122231075697211,249,0.04,1431,0.232,79.3,3,3,0,2
"E02006269","Stowmarket Outer, Finborough & Battisford","lower heat risk","Lowest heat risk","Lower heat risk",40.04,25.57,7,37.21,27.32,8,412,0.0505397448478901,834,0.102306182531894,226,0.029,1345,0.174,82.6,7,3,0,1
"E02006270","Stowmarket East & Needham Market North","lower heat risk","Lowest heat risk","Lower heat risk",40.13,25.89,6,36.88,27.15,8,717,0.0558890014810196,791,0.0616571829448905,518,0.04,1878,0.147,82.7,7,5,0,4
"E02006271","Needham Market South & Great Blakenham","lower heat risk","Lowest heat risk","Lower heat risk",39.86,25.97,6,36.21,26.86,9,588,0.0573826485800722,945,0.0922221137894018,650,0.066,1595,0.162,80.6,4,3,0,2
"E02006272","Claydon & Bramford","lower heat risk","Lowest heat risk","Lower heat risk",39.86,25.95,6,36.54,26.96,9,287,0.036691383277934,967,0.12362567118384,297,0.039,1396,0.182,82.8,7,2,0,1
"E02006604","East Grinstead Central & North","lower heat risk","Medium heat risk","Lower heat risk",37.33,25.37,7,37.87,27.69,7,704,0.0519020937776467,1260,0.0928929519315836,1287,0.097,2042,0.154,82.9,7,6,2,6
"E02006605","Copthorne & Turners Hill","lower heat risk","Lowest heat risk","Lower heat risk",36.02,24.62,8,38.1,27.63,7,370,0.0527817403708987,596,0.0850213980028531,545,0.086,843,0.132,83.1,8,2,0,2
"E02006606","East Grinstead East","lower heat risk","Lowest heat risk","Lower heat risk",36.82,24.84,8,37.74,27.62,7,397,0.0478832468942227,712,0.085876251356893,553,0.066,1029,0.123,85.1,10,1,0,2
"E02006607","East Grinstead West & South","lower heat risk","Lowest heat risk","Lower heat risk",37.12,24.71,8,37.82,27.58,7,328,0.0408519118196538,994,0.123801220575414,505,0.063,1119,0.141,82.6,7,3,0,2
"E02006608","Crawley Down","lower heat risk","Lowest heat risk","Lower heat risk",36.43,24.53,9,37.89,27.6,7,292,0.0460495190033118,695,0.10960416338117,279,0.044,886,0.14,84.9,10,1,0,0
"E02006609","Horsted Keynes, Ardingly & Sharpthorne","lower heat risk","Lowest heat risk","Lower heat risk",37.01,25.53,7,37.11,27.42,8,299,0.0432143373319844,676,0.0977019800549212,270,0.039,946,0.137,83,7,2,0,5
"E02006610","Balcombe & Handcross","lower heat risk","Lowest heat risk","Lower heat risk",36.71,25.13,8,37.07,27.09,8,431,0.0535004965243297,735,0.0912363455809335,440,0.056,1159,0.147,81.8,6,6,0,3
"E02006611","Haywards Heath North East","highest heat risk","Lowest heat risk","High heat, not enhanced risk",38.45,26.46,5,37.07,27.26,8,693,0.0602451534382335,1349,0.117273754672694,567,0.049,1511,0.132,84.6,9,6,1,2
"E02006612","Haywards Heath West","highest heat risk","Medium heat risk","High heat, not enhanced risk",39.2,26.96,4,36.87,27.03,8,731,0.0609471402367851,1250,0.104218776054694,1522,0.129,1756,0.148,80.2,4,9,1,8
"E02006613","Haywards Heath East","highest heat risk","Lowest heat risk","High heat, not enhanced risk",39.34,27.26,3,36.9,27.12,8,488,0.0631715210355987,538,0.0696440129449838,886,0.114,1257,0.162,84.4,9,0,0,7
"E02006614","Haywards Heath South & Cuckfield","lower heat risk","Lowest heat risk","Lower heat risk",37.75,25.5,7,36.77,26.84,9,827,0.0626277925028398,968,0.073305566073457,1190,0.093,1677,0.13,84.6,9,0,2,3
"E02006615","Burgess Hill West","highest heat risk","Lowest heat risk","High heat, not enhanced risk",40.11,26.15,5,36.76,26.49,9,402,0.0563577737277443,427,0.0598626104023552,544,0.077,951,0.135,84.9,10,1,0,2
"E02006616","Burgess Hill East","highest heat risk","Lowest heat risk","High heat, not enhanced risk",40,26.93,4,36.69,26.63,9,686,0.0681028492008339,777,0.0771369006254343,748,0.076,1445,0.147,84.1,9,2,0,4
"E02006617","Burgess Hill Central","highest heat risk","Medium heat risk","High heat, not enhanced risk",41.4,27.33,3,36.72,26.55,9,537,0.0583125203605169,859,0.093278314692149,1241,0.136,1654,0.181,81.7,6,4,0,6
"E02006618","Burgess Hill South","lower heat risk","Lowest heat risk","Lower heat risk",39.72,25.97,6,36.65,26.48,9,305,0.0469230769230769,833,0.128153846153846,405,0.063,987,0.153,83.7,8,5,0,1
"E02006619","Hurstpierpoint & Bolney","lower heat risk","Lowest heat risk","Lower heat risk",39.2,25.47,7,35.91,26.46,9,446,0.0485257316940485,717,0.078011097813078,435,0.048,1258,0.139,84.1,9,1,1,3
"E02006620","Hassocks, Keymer & East Hurstpierpoint","lower heat risk","Lowest heat risk","Lower heat risk",39.25,25.53,7,36.14,26.41,9,505,0.0495729851771866,1321,0.129675076077353,435,0.043,1543,0.154,85.2,10,1,0,3
"E02002496","Middlesbrough Central","lower heat risk","Highest heat risk","Lower heat risk",34.75,25.04,8,38.6,27.93,6,632,0.049348012805497,331,0.0258452408838916,6577,0.554,2354,0.198,73,1,6,0,3
"E02002497","North Ormesby & Brambles","lower heat risk","Highest heat risk","Lower heat risk",36.65,25.98,6,38.77,28.17,6,438,0.0676970633693972,235,0.0363214837712519,1003,0.164,1503,0.246,73.3,1,1,0,4
"E02002498","Ayresome","highest heat risk","Highest heat risk","High heat and enhanced risk",37.58,26.24,5,38.55,27.78,7,673,0.0742743626531288,216,0.0238384284295332,3811,0.448,1676,0.197,72.7,1,1,0,0
"E02002499","Berwick Hills","highest heat risk","Highest heat risk","High heat and enhanced risk",37.43,26.09,5,38.71,28.05,6,580,0.0752172221501751,301,0.0390351445986253,477,0.062,1816,0.236,73.8,1,2,0,1
"E02002500","Linthorpe East & Albert Park","lower heat risk","Highest heat risk","Lower heat risk",37.54,26.07,6,38.6,27.87,7,400,0.0659848234905972,317,0.0522929726162982,1850,0.313,1252,0.212,75.6,1,5,0,1
"E02002501","Park Vale","lower heat risk","Highest heat risk","Lower heat risk",37.2,25.91,6,38.65,27.96,6,405,0.0624036979969183,301,0.0463790446841294,1186,0.189,1380,0.22,74.8,1,4,0,0
"E02002502","Thorntree","lower heat risk","Highest heat risk","Lower heat risk",36.93,25.58,7,38.75,28.11,6,666,0.0672931191270082,645,0.0651712640193998,389,0.04,2490,0.254,75.5,1,1,0,1
"E02002503","Newport & Maze Park","lower heat risk","Highest heat risk","Lower heat risk",35.5,24.32,9,38.45,27.63,7,464,0.0669069935111752,304,0.0438356164383562,1039,0.152,1382,0.202,78.8,2,0,0,1
"E02002504","Linthorpe West","lower heat risk","Medium heat risk","Lower heat risk",37.09,25.47,7,38.55,27.78,7,611,0.0611061106110611,648,0.0648064806480648,3210,0.329,1615,0.166,79.1,3,3,2,5
"E02002505","Park End","lower heat risk","Highest heat risk","Lower heat risk",37,25.44,7,38.66,27.96,6,501,0.0776503409795412,224,0.0347179169249845,321,0.05,1526,0.239,75.2,1,1,0,1
"E02002506","Beechwood & James Cook","lower heat risk","Highest heat risk","Lower heat risk",36.53,24.48,9,38.59,27.87,7,307,0.0541637261820748,344,0.0606916019760056,738,0.132,1495,0.267,72,1,7,3,3
"E02002507","Acklam","lower heat risk","Lowest heat risk","Lower heat risk",36.14,24.65,8,38.5,27.71,7,365,0.0576073232323232,601,0.094854797979798,1036,0.166,961,0.154,82.7,7,1,1,0
"E02002508","Kader","lower heat risk","Lowest heat risk","Lower heat risk",35.82,24.2,9,38.41,27.58,7,289,0.0516994633273703,665,0.118962432915921,1020,0.188,898,0.165,83.2,8,1,0,0
"E02002509","Easterside","lower heat risk","Medium heat risk","Lower heat risk",35.97,24.13,9,38.55,27.82,7,306,0.0592563903950426,424,0.0821068938807126,462,0.09,1118,0.217,78.8,2,2,0,2
"E02002510","Trimdon","lower heat risk","Lowest heat risk","Lower heat risk",35.83,23.86,9,38.35,27.45,8,460,0.0606940229581739,877,0.11571447420504,406,0.057,1156,0.163,82.2,6,1,0,1
"E02002512","Marton West","lower heat risk","Lowest heat risk","Lower heat risk",35.5,24.1,9,38.29,27.69,7,259,0.047505502567865,656,0.120322817314747,259,0.049,821,0.154,82.5,7,1,0,0
"E02002513","Stainton & Hemlington","lower heat risk","Medium heat risk","Lower heat risk",35.49,23.3,10,38.24,27.46,8,642,0.0617604617604618,745,0.0716690716690717,332,0.032,2399,0.234,78.5,2,5,1,3
"E02002514","Coulby Newham","lower heat risk","Medium heat risk","Lower heat risk",34.96,23.49,9,38.3,27.64,7,315,0.037919826652221,695,0.0836643794390273,310,0.037,2018,0.242,78.7,2,4,0,2
"E02006811","Nunthorpe & Marton East","lower heat risk","Lowest heat risk","Lower heat risk",34.55,23.11,10,38.23,27.71,7,656,0.0550797649034425,1220,0.102434928631402,946,0.083,1660,0.146,82.5,7,3,0,2
"E02003459","Olney & Lavendon","highest heat risk","Lowest heat risk","High heat, not enhanced risk",40.04,25.42,7,39.43,28.69,4,427,0.0462121212121212,1073,0.116125541125541,400,0.044,1298,0.144,84.1,9,2,0,1
"E02003460","Hanslope, Castlethorpe & Sherington","highest heat risk","Lowest heat risk","High heat, not enhanced risk",40.18,25.4,7,39.39,28.77,4,610,0.0514377266211316,985,0.0830592798718273,1282,0.11,1606,0.138,84.4,9,2,0,5
"E02003461","Newport Pagnell North","highest heat risk","Lowest heat risk","High heat, not enhanced risk",41.04,26.79,4,39.56,28.92,3,324,0.0432345876701361,807,0.107686148919135,638,0.085,1299,0.174,80.3,4,3,0,3
"E02003462","Newport Pagnell South","highest heat risk","Lowest heat risk","High heat, not enhanced risk",40.11,26.22,5,39.64,28.9,3,475,0.0576316428051444,595,0.0721912157243388,653,0.081,1093,0.135,82.7,7,2,0,1
"E02003463","Great Linford & Giffard Park","highest heat risk","Lowest heat risk","High heat, not enhanced risk",39.29,26.43,5,39.61,29.13,3,347,0.0514455151964418,534,0.0791697553743514,1515,0.222,1177,0.173,79.7,3,2,0,1
"E02003464","Stantonbury & Bradville","highest heat risk","Medium heat risk","High heat, not enhanced risk",38.25,25.55,7,39.52,29.26,2,410,0.0588404133180253,267,0.0383180252583238,1962,0.278,1325,0.188,79.1,3,0,0,1
"E02003465","Willen & Downhead Park","highest heat risk","Lowest heat risk","High heat, not enhanced risk",39.8,26.83,4,39.55,29.19,2,236,0.0382372002592353,727,0.117790019442644,1421,0.234,1101,0.181,83.4,8,0,0,1
"E02003466","Wolverton & New Bradwell","highest heat risk","Medium heat risk","High heat, not enhanced risk",39.63,26.41,5,39.43,29.23,2,489,0.0630235855135971,289,0.0372470679211239,2155,0.277,1104,0.142,82.3,6,0,0,3
"E02003467","Linford Wood","highest heat risk","Highest heat risk","High heat and enhanced risk",39.7,26.88,4,39.47,29.28,2,409,0.0601116990005879,511,0.0751028806584362,2131,0.324,1238,0.188,78.1,2,3,0,2
"E02003468","Stony Stratford & Old Wolverton","highest heat risk","Lowest heat risk","High heat, not enhanced risk",39.91,25.93,6,39.39,29.23,2,530,0.0616781100896078,724,0.0842546258582567,1527,0.177,1417,0.164,83.3,8,1,0,4
"E02003469","Bradwell Village","highest heat risk","Lowest heat risk","High heat, not enhanced risk",40.05,27.12,4,39.43,29.3,2,269,0.04773735581189,413,0.0732919254658385,1218,0.213,921,0.161,82.4,6,1,0,0
"E02003470","Stacey Bushes & Fullers Slade","highest heat risk","Highest heat risk","High heat and enhanced risk",40.27,26.59,5,39.32,29.27,2,414,0.0674157303370786,153,0.024914509037616,2130,0.344,1215,0.196,80.1,3,0,0,1
"E02003471","Bradwell Common","highest heat risk","Medium heat risk","High heat, not enhanced risk",40.04,27.18,3,39.46,29.37,2,340,0.0514061082552162,314,0.0474750529180526,2132,0.322,1191,0.18,82.5,7,0,0,1
"E02003472","Central Milton Keynes & Newlands","highest heat risk","Highest heat risk","High heat and enhanced risk",39.71,27.02,4,39.47,29.39,2,639,0.0594972067039106,165,0.0153631284916201,4730,0.464,1228,0.12,79.5,3,0,0,1
"E02003473","Two Mile Ash","highest heat risk","Lowest heat risk","High heat, not enhanced risk",40.18,26.64,4,39.34,29.3,2,294,0.0525657071339174,327,0.0584659395673163,1709,0.305,824,0.147,84.3,9,0,0,0
"E02003474","Woughton & Woolstone","highest heat risk","Lowest heat risk","High heat, not enhanced risk",39.41,26.44,5,39.59,29.32,2,482,0.0529495770625069,313,0.0343842689223333,2949,0.327,1173,0.13,80.8,4,1,0,1
"E02003476","Eaglestone & Fishermead","highest heat risk","Highest heat risk","High heat and enhanced risk",39.77,27.26,3,39.53,29.41,2,546,0.0618346545866365,273,0.0309173272933182,3700,0.421,1662,0.189,75.7,1,3,5,4
"E02003478","Loughton","highest heat risk","Lowest heat risk","High heat, not enhanced risk",39.99,26.85,4,39.42,29.37,2,339,0.0500960543815576,377,0.0557115413033841,2153,0.315,984,0.144,82.9,7,3,0,2
"E02003479","Oldbrook & Coffee Hall","highest heat risk","Highest heat risk","High heat and enhanced risk",40.63,28.09,2,39.57,29.44,2,458,0.0590434446306562,198,0.0255253319582313,3298,0.429,1191,0.155,78.4,2,0,0,4
"E02003480","Walnut Tree & Tilbrook","highest heat risk","Lowest heat risk","High heat, not enhanced risk",40.01,26.88,4,39.66,28.83,3,421,0.0531297324583544,256,0.0323069156991418,1771,0.217,1211,0.149,82.7,7,1,1,1
"E02003481","Denbigh","highest heat risk","Highest heat risk","High heat and enhanced risk",39.99,27.37,3,39.53,29.15,2,555,0.0649806814190376,271,0.0317293057019084,3024,0.361,1669,0.199,75.8,1,0,0,3
"E02003482","Bow Brickhill & Woburn Sands","highest heat risk","Lowest heat risk","High heat, not enhanced risk",38.9,25.73,6,39.49,28.57,4,824,0.078603453209959,720,0.0686826290184108,1472,0.168,1105,0.126,83.4,8,3,0,3
"E02003483","Westcroft & Shenley Brook End","highest heat risk","Lowest heat risk","High heat, not enhanced risk",39.13,25.97,6,39.2,29.22,2,555,0.0504637206764866,140,0.0127295871976723,3924,0.35,1256,0.112,81.1,5,2,0,2
"E02003484","Furzton","highest heat risk","Lowest heat risk","High heat, not enhanced risk",39.76,27.15,3,39.35,29.24,2,378,0.0532619416654925,349,0.0491757080456531,1999,0.279,1092,0.153,80.1,3,1,0,1
"E02003485","Bletchley North West","highest heat risk","Medium heat risk","High heat, not enhanced risk",40.96,28.48,1,39.35,29.14,2,489,0.058972503617945,777,0.0937047756874095,2029,0.245,1441,0.174,80.2,4,2,0,2
"E02003486","Tattenhoe & Emerson Valley","highest heat risk","Lowest heat risk","High heat, not enhanced risk",39.3,25.91,6,39.05,29.05,3,571,0.0556638720998245,241,0.02349385845194,3316,0.326,1111,0.109,86.3,10,3,0,2
"E02003487","Far Bletchley","highest heat risk","Medium heat risk","High heat, not enhanced risk",41,27.45,3,39.18,29.03,3,347,0.0476975945017182,687,0.0944329896907217,1390,0.188,1328,0.18,83.4,8,0,0,2
"E02003488","Bletchley East","highest heat risk","Highest heat risk","High heat and enhanced risk",40.7,27.39,3,39.4,28.95,3,533,0.0620272314674735,689,0.0801815431164902,2548,0.301,1411,0.167,81.8,6,1,0,2
